autohomeid,min_reg_year,max_reg_year
17083,2012,2016
17085,2012,2016
17086,2012,2016
17090,2012,2016
17091,2011,2015
17092,2011,2015
17093,2011,2015
17094,2011,2015
17095,2011,2015
17096,2012,2016
17097,2012,2016
17098,2012,2016
17099,2012,2016
17100,2012,2016
17101,2012,2016
17102,2012,2016
17103,2012,2016
17104,2012,2016
17105,2012,2016
17106,2012,2016
17107,2013,2017
17108,2011,2015
17110,2012,2016
17111,2012,2016
17112,2012,2016
17113,2012,2016
17114,2012,2016
17115,2012,2016
17116,2012,2016
17117,2013,2017
17118,2011,2015
17119,2013,2017
17120,2012,2016
17121,2012,2016
17122,2012,2016
17123,2012,2016
17124,2012,2016
17125,2012,2016
17126,2012,2016
17127,2012,2016
17128,2012,2016
17129,2012,2016
17130,2012,2016
17131,2012,2016
17132,2012,2016
17133,2012,2016
17136,2012,2016
17138,2012,2016
17139,2012,2016
17143,2012,2016
17145,2011,2015
17146,2011,2015
17147,2011,2015
17148,2011,2015
17149,2012,2016
17150,2012,2016
17151,2012,2016
17152,2012,2016
17153,2012,2016
17154,2012,2016
17155,2012,2016
17156,2013,2017
17157,2011,2015
17158,2012,2016
17159,2012,2016
17160,2012,2016
17161,2012,2016
17162,2012,2016
17163,2012,2016
17164,2012,2016
17165,2012,2016
17166,2011,2015
17170,2012,2016
17171,2012,2016
17172,2012,2016
17173,2012,2016
17174,2012,2016
17175,2012,2016
17176,2012,2016
17177,2012,2016
17178,2011,2015
17179,2011,2015
17180,2011,2015
17181,2011,2015
17182,2011,2015
17183,2011,2015
17184,2011,2015
17185,2011,2015
17186,2011,2015
17187,2011,2015
17188,2011,2015
17189,2011,2015
17190,2011,2015
17191,2011,2015
17192,2011,2015
17193,2012,2016
17194,2011,2015
17195,2012,2016
17198,2012,2016
17199,2012,2016
17200,2012,2016
17201,2012,2016
17202,2012,2016
17203,2012,2016
17204,2012,2016
17205,2012,2016
17208,2012,2016
17209,2012,2016
17213,2012,2016
17214,2012,2016
17217,2011,2015
17218,2011,2015
17219,2011,2015
17220,2011,2015
17221,2011,2015
17223,2011,2015
17224,2011,2015
17225,2012,2016
17226,2011,2015
17227,2011,2015
17228,2012,2016
17229,2012,2016
17231,2012,2016
17232,2012,2016
17233,2012,2016
17235,2011,2015
17236,2011,2015
17237,2012,2016
17238,2011,2015
17239,2011,2015
17240,2011,2015
17241,2009,2013
17242,2011,2015
17243,2011,2015
17244,2012,2016
17245,2012,2016
17246,2010,2014
17247,2010,2014
17248,2012,2016
17249,2012,2016
17250,2010,2014
17251,2012,2016
17253,2010,2014
17254,2011,2015
17255,2012,2016
17267,2011,2015
17268,2012,2016
17269,2012,2016
17271,2012,2016
17272,2011,2015
17273,2011,2015
17274,2011,2015
17275,2011,2015
17276,2011,2015
17277,2011,2015
17278,2011,2015
17279,2011,2015
17280,2012,2016
17281,2012,2016
17282,2012,2016
17283,2012,2016
17284,2012,2016
17285,2012,2016
17286,2012,2016
17287,2012,2016
17288,2012,2016
17289,2011,2015
17290,2011,2015
17291,2011,2015
17292,2011,2015
17293,2011,2015
17294,2011,2015
17295,2011,2015
17296,2011,2015
17301,2011,2015
17302,2011,2015
17303,2011,2015
17304,2011,2015
17305,2012,2016
17306,2012,2016
17307,2012,2016
17310,2012,2016
17311,2012,2016
17312,2012,2016
17313,2012,2016
17314,2012,2016
17315,2012,2016
17316,2012,2016
17317,2011,2015
17318,2012,2016
17320,2012,2016
17321,2012,2016
17322,2012,2016
17323,2012,2016
17324,2012,2016
17330,2012,2016
17331,2012,2016
17332,2012,2016
17333,2012,2016
17334,2012,2016
17335,2012,2016
17336,2012,2016
17337,2012,2016
17338,1972,1976
17339,2011,2015
17340,2011,2015
17341,2011,2015
17342,2011,2015
17343,2011,2015
17344,2011,2015
17345,2012,2016
17347,2012,2016
17349,2012,2016
17350,2012,2016
17352,2012,2016
17353,2012,2016
17354,2012,2016
17355,2012,2016
17356,2012,2016
17357,2012,2016
17358,2012,2016
17359,2012,2016
17360,2012,2016
17361,2012,2016
17362,2012,2016
17363,2012,2016
17364,2012,2016
17365,2012,2016
17366,2012,2016
17367,2012,2016
17368,2012,2016
17369,2012,2016
17370,2012,2016
17371,2012,2016
17372,2012,2016
17373,2013,2017
17374,2012,2016
17375,2012,2016
17376,2012,2016
17377,2012,2016
17378,2012,2016
17380,2012,2016
17381,1977,1981
17383,2011,2015
17384,2011,2015
17385,2011,2015
17387,2011,2015
17388,2011,2015
17389,2012,2016
17390,2012,2016
17391,2012,2016
17392,2010,2014
17393,2012,2016
17394,2012,2016
17395,2012,2016
17396,2012,2016
17397,2012,2016
17398,2012,2016
17399,2012,2016
17400,2012,2016
17401,2012,2016
17402,2012,2016
17403,2012,2016
17404,2012,2016
17405,2012,2016
17406,2012,2016
17407,2012,2016
17408,2012,2016
17409,2012,2016
17410,2012,2016
17411,2012,2016
17412,2012,2016
17413,2012,2016
17415,2012,2016
17416,2012,2016
17417,2012,2016
17418,2012,2016
17419,2012,2016
17420,2012,2016
17421,2010,2014
17422,2012,2016
17423,2012,2016
17424,2011,2015
17425,2012,2016
17426,2012,2016
17427,2012,2016
17428,2012,2016
17429,2012,2016
17430,2012,2016
17432,2012,2016
17433,2012,2016
17434,2012,2016
17435,2012,2016
17436,2012,2016
17437,2012,2016
17439,2012,2016
17440,2012,2016
17441,2012,2016
17442,2012,2016
17443,2012,2016
17444,2011,2015
17445,2012,2016
17446,2012,2016
17447,2012,2016
17448,2012,2016
17449,2012,2016
17450,2012,2016
17451,2012,2016
17452,2012,2016
17453,2012,2016
17454,2012,2016
17455,2012,2016
17456,2012,2016
17457,2012,2016
17458,2012,2016
17459,2012,2016
17460,2012,2016
17461,2012,2016
17462,2012,2016
17463,2012,2016
17466,2012,2016
17467,2012,2016
17468,2012,2016
17470,2012,2016
17471,2014,2017
17472,2012,2016
17473,2012,2016
17474,2012,2016
17475,2012,2016
17476,2012,2016
17477,2012,2016
17478,2012,2016
17479,2012,2016
17480,2012,2016
17481,2012,2016
17482,2012,2016
17483,2012,2016
17484,2012,2016
17485,2012,2016
17486,2012,2016
17487,2012,2016
17489,2012,2016
17492,2011,2015
17493,2011,2015
17494,2012,2016
17495,2012,2016
17496,2012,2016
17497,2012,2016
17498,2012,2016
17500,2012,2016
17501,2012,2016
17502,2012,2016
17503,2012,2016
17504,2013,2017
17505,2013,2017
17506,2013,2017
17507,2013,2017
17510,2012,2016
17511,2012,2016
17513,2012,2016
17514,2012,2016
17515,2012,2016
17516,2012,2016
17517,2012,2016
17518,2011,2015
17519,2011,2015
17520,2012,2016
17521,2012,2016
17522,2012,2016
17523,2012,2016
17524,2012,2016
17525,2012,2016
17526,2012,2016
17527,2012,2016
17528,2012,2016
17529,2012,2016
17530,2012,2016
17531,2013,2017
17532,2012,2016
17534,2012,2016
17535,2012,2016
17536,2012,2016
17537,2012,2016
17538,2012,2016
17539,2012,2016
17541,2012,2016
17542,2013,2017
17543,2012,2016
17544,2012,2016
17545,2012,2016
17546,2012,2016
17547,2012,2016
17548,2012,2016
17549,2012,2016
17550,2012,2016
17551,2012,2016
17552,2012,2016
17553,2012,2016
17554,2012,2016
17555,2012,2016
17557,2013,2017
17558,2012,2016
17559,2012,2016
17560,2012,2016
17561,2012,2016
17562,2012,2016
17564,2012,2016
17565,2012,2016
17566,2012,2016
17567,2012,2016
17568,2012,2016
17569,2012,2016
17570,2012,2016
17571,2012,2016
17572,2012,2016
17573,2012,2016
17574,2012,2016
17575,2011,2015
17576,2011,2015
17577,2011,2015
17578,2012,2016
17579,2013,2017
17580,2012,2016
17581,2012,2016
17582,2013,2017
17583,2012,2016
17584,2012,2016
17585,2011,2015
17586,2012,2016
17587,2013,2017
17588,2012,2016
17589,2012,2016
17590,2012,2016
17591,2012,2016
17592,2012,2016
17595,2012,2016
17596,2012,2016
17598,2012,2016
17599,2012,2016
17600,2012,2016
17601,2012,2016
17602,2012,2016
17604,2012,2016
17605,2012,2016
17606,2012,2016
17607,2012,2016
17608,2012,2016
17610,2012,2016
17611,2013,2017
17612,2012,2016
17613,2012,2016
17614,2012,2016
17616,2013,2017
17617,2011,2015
17618,2012,2016
17619,2011,2015
17620,2012,2016
17621,2012,2016
17623,2012,2016
17624,2012,2016
17625,2012,2016
17626,2012,2016
17627,2012,2016
17628,2012,2016
17629,2012,2016
17636,2012,2016
17637,2012,2016
17638,2012,2016
17639,2012,2016
17640,2012,2016
17641,2012,2016
17642,2012,2016
17643,2012,2016
17644,2012,2016
17645,2012,2016
17646,2012,2016
17647,2012,2016
17649,2012,2016
17650,2012,2016
17651,2012,2016
17652,2012,2016
17653,2012,2016
17654,2012,2016
17655,2011,2015
17656,2011,2015
17657,2011,2015
17658,2012,2016
17659,2012,2016
17660,2012,2016
17661,2012,2016
17662,2012,2016
17663,2012,2016
17664,2012,2016
17665,2012,2016
17666,2012,2016
17667,2012,2016
17668,2012,2016
17669,2012,2016
17670,2012,2016
17672,2012,2016
17673,2012,2016
17674,2012,2016
17676,2012,2016
17677,2012,2016
17678,2012,2016
17679,2012,2016
17680,2012,2016
17681,2012,2016
17682,2010,2014
17683,2012,2016
17684,2012,2016
17687,2013,2017
17688,2012,2016
17689,2012,2016
17690,2012,2016
17691,2013,2017
17692,2013,2017
17693,2013,2017
17694,2012,2016
17695,2012,2016
17696,2012,2016
17697,2012,2016
17698,2012,2016
17699,2012,2016
17700,2012,2016
17701,2012,2016
17702,2012,2016
17703,2012,2016
17704,2012,2016
17705,2012,2016
17706,2012,2016
17707,2012,2016
17708,2012,2016
17709,2012,2016
17710,2012,2016
17711,2012,2016
17713,2010,2014
17717,2010,2014
17723,2010,2014
17725,2011,2015
17726,2011,2015
17727,2011,2015
17728,2011,2015
17729,2011,2015
17730,2011,2015
17732,2012,2016
17745,2011,2015
17750,2010,2014
17752,2011,2015
17753,2010,2014
17755,2011,2015
17757,2011,2015
17758,2011,2015
17759,2011,2015
17760,2012,2016
17762,2011,2015
17763,2010,2014
17764,2010,2014
17765,2012,2016
17766,2012,2016
17767,2012,2016
17768,2012,2016
17769,2012,2016
17770,2012,2016
17771,2012,2016
17772,2012,2016
17774,2012,2016
17775,2012,2016
17776,2012,2016
17777,2012,2016
17779,2012,2016
17780,2011,2015
17781,2011,2015
17782,2012,2016
17783,2012,2016
17784,2012,2016
17786,2014,2017
17787,2012,2016
17788,2013,2017
17789,2012,2016
17791,2012,2016
17792,2012,2016
17793,2012,2016
17794,2012,2016
17797,2012,2016
17798,2012,2016
17799,2013,2017
17800,2012,2016
17801,2013,2017
17802,2013,2017
17803,2012,2016
17804,1968,1972
17805,2012,2016
17807,2012,2016
17808,2012,2016
17809,2012,2016
17810,2012,2016
17811,2012,2016
17812,2012,2016
17813,2012,2016
17814,2012,2016
17815,2013,2017
17817,2012,2016
17818,2012,2016
17819,2012,2016
17820,2012,2016
17821,2012,2016
17822,2012,2016
17823,2012,2016
17824,2012,2016
17826,2012,2016
17827,2012,2016
17828,2012,2016
17829,2012,2016
17830,2012,2016
17831,2012,2016
17832,2013,2017
17833,2011,2015
17834,2012,2016
17835,2012,2016
17836,2012,2016
17837,2012,2016
17838,1939,1943
17839,2012,2016
17840,2012,2016
17841,2012,2016
17842,2012,2016
17843,2012,2016
17844,2012,2016
17845,2012,2016
17846,2013,2017
17847,2012,2016
17848,2012,2016
17850,2012,2016
17851,2012,2016
17852,2012,2016
17853,2012,2016
17854,2012,2016
17855,2012,2016
17856,2012,2016
17857,2012,2016
17858,2012,2016
17865,2012,2016
17866,2006,2010
17867,2010,2014
17868,2012,2016
17870,2003,2007
17871,2012,2016
17873,2012,2016
17874,2012,2016
17875,2012,2016
17876,2012,2016
17877,2012,2016
17878,2012,2016
17879,2013,2017
17880,2012,2016
17881,2012,2016
17885,2011,2015
17886,2011,2015
17887,2012,2016
17888,2010,2014
17889,2012,2016
17890,2012,2016
17891,2012,2016
17892,2012,2016
17893,2012,2016
17894,2011,2015
17895,2012,2016
17896,2012,2016
17897,2012,2016
17898,2012,2016
17899,2012,2016
17900,2012,2016
17904,2012,2016
17905,2012,2016
17907,2012,2016
17908,2012,2016
17910,2012,2016
17911,1932,1936
17912,2012,2016
17913,2012,2016
17914,2012,2016
17915,2012,2016
17916,2012,2016
17917,2012,2016
17918,2012,2016
17919,2012,2016
17920,2012,2016
17922,2012,2016
17924,2012,2016
17928,2012,2016
17929,2011,2015
17930,2011,2015
17931,2011,2015
17932,2011,2015
17933,2011,2015
17934,2012,2016
17935,2012,2016
17936,2012,2016
17937,2012,2016
17938,2012,2016
17939,2012,2016
17941,2012,2016
17942,2011,2015
17943,2012,2016
17944,2012,2016
17945,2011,2015
17946,2011,2015
17947,2011,2015
17948,2010,2014
17949,2010,2014
17950,2010,2014
17951,2010,2014
17952,2012,2016
17953,2012,2016
17954,2012,2016
17955,2012,2016
17956,2012,2016
17957,2012,2016
17958,2012,2016
17959,2012,2016
17960,2012,2016
17961,2012,2016
17962,2012,2016
17963,2012,2016
17964,2012,2016
17966,2012,2016
17967,2012,2016
17968,2012,2016
17969,2012,2016
17970,2012,2016
17971,2012,2016
17972,2012,2016
17973,2012,2016
17974,2012,2016
17975,2012,2016
17976,2012,2016
17977,2012,2016
17978,2012,2016
17979,2012,2016
17980,2012,2016
17981,2012,2016
17982,2012,2016
17983,2012,2016
17984,1975,1979
17985,2013,2017
17986,2012,2016
17987,2012,2016
17989,2012,2016
17990,1993,1997
17991,2012,2016
17992,2012,2016
17994,2012,2016
17996,2012,2016
17997,2013,2017
18000,2013,2017
18002,2012,2016
18003,2012,2016
18005,2012,2016
18006,2013,2017
18008,2013,2017
18009,2013,2017
18010,2013,2017
18011,2012,2016
18012,2012,2016
18013,2012,2016
18014,2012,2016
18015,2012,2016
18016,2012,2016
18017,2012,2016
18018,2012,2016
18019,2012,2016
18020,2012,2016
18021,2012,2016
18022,2013,2017
18023,2012,2016
18024,2012,2016
18025,2013,2017
18026,2012,2016
18027,2013,2017
18029,2012,2016
18032,2012,2016
18033,2012,2016
18034,2012,2016
18035,2013,2017
18036,2012,2016
18037,2013,2017
18038,2012,2016
18039,1989,1993
18040,2012,2016
18041,2012,2016
18042,2012,2016
18043,2012,2016
18045,2012,2016
18046,2009,2013
18047,2009,2013
18048,2012,2016
18049,2013,2017
18050,2012,2016
18051,2012,2016
18053,2012,2016
18054,1979,1983
18055,2012,2016
18056,2012,2016
18057,2012,2016
18058,2012,2016
18059,2012,2016
18060,2012,2016
18061,2012,2016
18062,2012,2016
18063,2012,2016
18065,2012,2016
18066,2012,2016
18068,2012,2016
18069,2012,2016
18070,2012,2016
18071,1991,1995
18072,2011,2015
18073,2011,2015
18074,2012,2016
18075,2012,2016
18076,2012,2016
18077,2012,2016
18078,2012,2016
18079,2012,2016
18082,2012,2016
18083,2012,2016
18084,2012,2016
18085,2012,2016
18086,2012,2016
18088,2012,2016
18089,2012,2016
18090,2012,2016
18091,2012,2016
18092,2012,2016
18094,2012,2016
18095,2012,2016
18096,2012,2016
18097,2012,2016
18098,2012,2016
18099,2012,2016
18100,2012,2016
18101,2012,2016
18102,2012,2016
18103,2012,2016
18104,2012,2016
18105,2012,2016
18106,2012,2016
18107,2012,2016
18108,2012,2016
18109,2012,2016
18110,2012,2016
18111,2012,2016
18112,2012,2016
18113,2012,2016
18114,2012,2016
18120,1993,1997
18121,2012,2016
18122,2012,2016
18123,2012,2016
18124,2012,2016
18125,2012,2016
18127,2011,2015
18129,2012,2016
18130,2012,2016
18131,2012,2016
18132,2012,2016
18133,2012,2016
18134,2012,2016
18135,2012,2016
18136,2012,2016
18137,2012,2016
18138,2012,2016
18139,2012,2016
18140,2012,2016
18141,2012,2016
18142,2012,2016
18144,2012,2016
18145,2012,2016
18146,2012,2016
18147,2012,2016
18148,2012,2016
18149,2013,2017
18152,2012,2016
18154,2013,2017
18155,2012,2016
18156,2012,2016
18157,2012,2016
18158,2012,2016
18159,2012,2016
18160,2012,2016
18161,2012,2016
18162,2012,2016
18164,2012,2016
18165,2012,2016
18166,2013,2017
18167,2012,2016
18168,2013,2017
18169,2012,2016
18170,2013,2017
18171,2012,2016
18173,2012,2016
18174,2012,2016
18175,2012,2016
18176,2013,2017
18177,2012,2016
18178,2012,2016
18179,2012,2016
18180,2012,2016
18181,2012,2016
18182,1995,1999
18183,2012,2016
18184,2012,2016
18185,2012,2016
18186,2012,2016
18187,2012,2016
18188,2012,2016
18189,2012,2016
18190,2012,2016
18191,2012,2016
18192,2013,2017
18194,2012,2016
18195,2012,2016
18196,2012,2016
18199,2012,2016
18200,2012,2016
18201,2012,2016
18202,2012,2016
18203,2012,2016
18204,2012,2016
18205,2012,2016
18206,2012,2016
18207,2012,2016
18208,2012,2016
18209,2012,2016
18210,2012,2016
18211,2012,2016
18212,2012,2016
18213,2012,2016
18214,2012,2016
18215,2011,2015
18216,2011,2015
18217,2013,2017
18218,2012,2016
18219,2012,2016
18224,2012,2016
18225,2012,2016
18226,2012,2016
18227,2012,2016
18228,2012,2016
18229,2012,2016
18230,2013,2017
18231,2013,2017
18232,2013,2017
18233,2012,2016
18240,2009,2013
18241,2012,2016
18242,2012,2016
18243,2012,2016
18244,2012,2016
18245,2012,2016
18246,2012,2016
18247,2012,2016
18248,2012,2016
18251,2012,2016
18252,2012,2016
18253,2012,2016
18254,2012,2016
18255,2012,2016
18256,2012,2016
18257,2013,2017
18258,2013,2017
18259,2012,2016
18260,2012,2016
18261,2012,2016
18271,2012,2016
18273,2012,2016
18274,2013,2017
18276,2012,2016
18277,2012,2016
18278,2012,2016
18279,2012,2016
18280,2012,2016
18281,2012,2016
18282,2012,2016
18283,2012,2016
18284,2012,2016
18285,2012,2016
18286,2012,2016
18287,2012,2016
18288,2012,2016
18289,2012,2016
18290,2012,2016
18291,2012,2016
18292,2012,2016
18293,2012,2016
18294,2012,2016
18295,2012,2016
18296,2012,2016
18297,2012,2016
18298,2012,2016
18299,2012,2016
18300,2012,2016
18301,2012,2016
18302,2012,2016
18303,2012,2016
18304,2012,2016
18305,2012,2016
18306,2012,2016
18307,2012,2016
18308,2012,2016
18309,2012,2016
18310,2012,2016
18311,2012,2016
18312,2012,2016
18313,2013,2017
18314,2012,2016
18315,2004,2008
18318,2012,2016
18319,2012,2016
18320,2012,2016
18321,2013,2017
18322,2012,2016
18323,2012,2016
18324,2012,2016
18325,2012,2016
18326,2012,2016
18327,2012,2016
18328,2012,2016
18329,2012,2016
18330,2012,2016
18332,2012,2016
18334,2012,2016
18335,2013,2017
18336,2012,2016
18337,2012,2016
18338,2012,2016
18339,2012,2016
18340,2012,2016
18341,2012,2016
18342,2012,2016
18343,2012,2016
18344,2012,2016
18345,2012,2016
18346,2012,2016
18347,2012,2016
18348,2012,2016
18349,2012,2016
18351,2012,2016
18352,2012,2016
18353,2012,2016
18354,2012,2016
18356,2012,2016
18357,2012,2016
18358,2012,2016
18361,2013,2017
18362,2013,2017
18363,2012,2016
18364,2012,2016
18365,2012,2016
18366,2012,2016
18367,2012,2016
18368,2012,2016
18369,2012,2016
18370,2012,2016
18371,2012,2016
18372,2012,2016
18373,2012,2016
18374,2012,2016
18377,2011,2015
18378,2012,2016
18379,2012,2016
18380,2012,2016
18381,2012,2016
18382,2012,2016
18385,2012,2016
18386,2012,2016
18387,2012,2016
18388,2012,2016
18389,2012,2016
18390,2012,2016
18391,2012,2016
18392,2012,2016
18394,2012,2016
18395,2012,2016
18396,2012,2016
18397,2012,2016
18398,2012,2016
18399,2012,2016
18400,2012,2016
18401,2012,2016
18403,2012,2016
18404,2012,2016
18405,2012,2016
18407,2011,2015
18408,2011,2015
18409,2011,2015
18410,2011,2015
18412,2012,2016
18414,2014,2017
18416,2012,2016
18417,2012,2016
18418,2012,2016
18419,2012,2016
18420,2012,2016
18421,2012,2016
18422,2012,2016
18423,2012,2016
18424,2012,2016
18425,2012,2016
18426,2012,2016
18427,2012,2016
18428,2012,2016
18429,2012,2016
18430,2012,2016
18431,2012,2016
18432,2012,2016
18433,2012,2016
18434,2012,2016
18435,2012,2016
18436,2012,2016
18437,2012,2016
18438,2012,2016
18439,2012,2016
18440,2012,2016
18441,2012,2016
18442,2012,2016
18445,2012,2016
18446,2013,2017
18449,2012,2016
18450,2012,2016
18451,2012,2016
18452,2012,2016
18453,2012,2016
18454,2012,2016
18456,2013,2017
18458,2012,2016
18459,2012,2016
18460,2012,2016
18461,2012,2016
18462,2012,2016
18465,2012,2016
18466,2012,2016
18467,2012,2016
18468,2012,2016
18470,2012,2016
18471,2012,2016
18472,2012,2016
18473,2010,2014
18476,2012,2016
18477,2012,2016
18480,2012,2016
18481,1991,1995
18482,2012,2016
18483,2012,2016
18484,2012,2016
18485,2012,2016
18486,2012,2016
18487,2012,2016
18488,2012,2016
18489,2012,2016
18490,2012,2016
18491,2012,2016
18492,2012,2016
18493,2012,2016
18494,2012,2016
18495,2012,2016
18496,2012,2016
18497,2012,2016
18498,2012,2016
18499,2012,2016
18500,2012,2016
18502,2012,2016
18503,2012,2016
18504,2012,2016
18505,2012,2016
18506,2012,2016
18507,2012,2016
18508,2012,2016
18509,2012,2016
18510,2012,2016
18511,2012,2016
18512,2012,2016
18513,2012,2016
18521,2011,2015
18522,1996,2000
18523,2013,2017
18524,2003,2007
18525,2012,2016
18526,2012,2016
18527,2012,2016
18528,2012,2016
18529,2012,2016
18531,2012,2016
18532,2012,2016
18533,2012,2016
18534,2012,2016
18535,2012,2016
18536,2012,2016
18537,2012,2016
18538,2012,2016
18539,2013,2017
18540,2012,2016
18541,2012,2016
18542,2012,2016
18543,2012,2016
18544,2012,2016
18545,2012,2016
18546,2012,2016
18548,2012,2016
18549,2012,2016
18550,2012,2016
18551,2012,2016
18552,2012,2016
18553,2012,2016
18554,2012,2016
18555,2012,2016
18557,2012,2016
18558,2012,2016
18559,2012,2016
18560,2012,2016
18561,2012,2016
18562,2012,2016
18563,2012,2016
18564,2012,2016
18565,2012,2016
18566,2012,2016
18567,2012,2016
18568,2012,2016
18569,2012,2016
18570,2012,2016
18571,2012,2016
18572,2012,2016
18573,2012,2016
18574,2012,2016
18575,2012,2016
18576,2012,2016
18577,2012,2016
18578,2012,2016
18579,2012,2016
18580,2012,2016
18581,2012,2016
18582,2012,2016
18584,2012,2016
18585,2012,2016
18586,2012,2016
18587,2012,2016
18588,2013,2017
18589,1987,1991
18590,1996,2000
18591,2012,2016
18592,2012,2016
18593,2012,2016
18594,2012,2016
18597,2012,2016
18598,2012,2016
18599,2012,2016
18600,2012,2016
18601,2012,2016
18602,2012,2016
18603,2012,2016
18604,2012,2016
18605,2012,2016
18606,2012,2016
18607,2012,2016
18608,2013,2017
18609,2012,2016
18610,2012,2016
18611,2012,2016
18612,2012,2016
18613,2012,2016
18614,2012,2016
18615,2012,2016
18616,2012,2016
18617,2012,2016
18618,2012,2016
18619,2012,2016
18620,2012,2016
18621,2012,2016
18626,2012,2016
18627,2012,2016
18628,2012,2016
18629,2012,2016
18630,2012,2016
18631,2012,2016
18632,2012,2016
18633,2012,2016
18634,2012,2016
18635,2012,2016
18636,2012,2016
18637,2012,2016
18638,2012,2016
18639,2012,2016
18640,2012,2016
18643,2012,2016
18644,2011,2015
18645,2012,2016
18646,2012,2016
18647,2012,2016
18648,2012,2016
18649,2012,2016
18650,2012,2016
18651,2012,2016
18652,2012,2016
18653,2012,2016
18654,2012,2016
18655,2012,2016
18656,2012,2016
18657,2012,2016
18658,2013,2017
18659,2012,2016
18660,2012,2016
18661,2013,2017
18662,2013,2017
18663,2012,2016
18664,2011,2015
18665,2012,2016
18666,2012,2016
18667,2012,2016
18668,2012,2016
18669,2012,2016
18670,1990,1994
18671,2013,2017
18672,2012,2016
18673,2012,2016
18677,2012,2016
18678,2012,2016
18680,2012,2016
18681,2012,2016
18682,2012,2016
18683,2012,2016
18684,2012,2016
18685,2012,2016
18686,2012,2016
18687,2012,2016
18688,2012,2016
18689,2012,2016
18691,2012,2016
18692,2012,2016
18693,2012,2016
18694,2012,2016
18695,2012,2016
18696,2013,2017
18697,2012,2016
18698,2012,2016
18699,2012,2016
18700,2013,2017
18702,2012,2016
18703,2012,2016
18704,2012,2016
18705,2012,2016
18706,2012,2016
18707,2012,2016
18708,2012,2016
18709,2012,2016
18710,2012,2016
18711,2012,2016
18712,2012,2016
18713,2012,2016
18714,2012,2016
18715,2012,2016
18717,2012,2016
18718,2012,2016
18719,2012,2016
18720,2012,2016
18721,2012,2016
18722,2012,2016
18723,2012,2016
18724,2012,2016
18725,2012,2016
18726,2012,2016
18727,2012,2016
18728,1991,1995
18729,1998,2002
18730,2012,2016
18731,2012,2016
18732,2012,2016
18733,2012,2016
18734,2012,2016
18735,2012,2016
18736,2012,2016
18737,2012,2016
18738,2012,2016
18739,2012,2016
18740,2012,2016
18741,2012,2016
18742,2013,2017
18746,2012,2016
18747,2012,2016
18748,2012,2016
18749,2012,2016
18750,2012,2016
18751,2012,2016
18752,2012,2016
18754,2012,2016
18755,2012,2016
18756,2012,2016
18757,2012,2016
18758,2012,2016
18760,2012,2016
18761,2012,2016
18762,2012,2016
18763,2012,2016
18764,2012,2016
18765,2009,2013
18766,2011,2015
18767,2011,2015
18768,2011,2015
18769,2010,2014
18770,2011,2015
18771,2011,2015
18772,2011,2015
18775,2011,2015
18777,2012,2016
18778,2013,2017
18779,2012,2016
18780,2012,2016
18781,2012,2016
18782,2012,2016
18783,2012,2016
18784,2012,2016
18785,2012,2016
18786,2012,2016
18787,2012,2016
18788,2012,2016
18789,2012,2016
18790,2012,2016
18791,2012,2016
18792,2012,2016
18793,2012,2016
18794,2012,2016
18795,2012,2016
18796,2012,2016
18798,2012,2016
18799,2012,2016
18800,2012,2016
18804,2012,2016
18805,2012,2016
18806,2012,2016
18807,2012,2016
18808,2012,2016
18822,2012,2016
18823,2013,2017
18824,2013,2017
18826,2012,2016
18827,2012,2016
18830,2012,2016
18831,2012,2016
18832,2011,2015
18833,2011,2015
18834,2012,2016
18835,2011,2015
18836,2013,2017
18838,2012,2016
18839,2012,2016
18840,2013,2017
18841,2013,2017
18842,2012,2016
18843,2012,2016
18844,2012,2016
18845,2012,2016
18846,2012,2016
18847,2012,2016
18848,2012,2016
18849,2012,2016
18850,2012,2016
18851,2012,2016
18852,2012,2016
18853,2011,2015
18854,2011,2015
18858,2012,2016
18862,2014,2017
18864,2013,2017
18865,2012,2016
18866,2012,2016
18867,2013,2017
18868,2012,2016
18869,2012,2016
18870,2012,2016
18871,2012,2016
18872,2012,2016
18873,2012,2016
18874,2012,2016
18875,2012,2016
18876,2013,2017
18877,2013,2017
18878,2013,2017
18880,2013,2017
18881,2012,2016
18882,2012,2016
18883,2013,2017
18884,2012,2016
18885,2012,2016
18886,2012,2016
18887,2012,2016
18888,2013,2017
18889,2012,2016
18890,2012,2016
18891,2012,2016
18892,2012,2016
18893,2012,2016
18894,2012,2016
18895,2012,2016
18896,2012,2016
18897,2012,2016
18898,2012,2016
18899,2012,2016
18900,2012,2016
18902,2013,2017
18903,2012,2016
18904,2012,2016
18905,2012,2016
18906,2012,2016
18907,2012,2016
18909,2013,2017
18910,1962,1966
18911,2012,2016
18913,2012,2016
18914,2012,2016
18915,2012,2016
18916,2012,2016
18917,2012,2016
18918,2013,2017
18919,2013,2017
18920,2012,2016
18921,2012,2016
18922,2012,2016
18923,2012,2016
18924,2012,2016
18925,2012,2016
18926,2012,2016
18927,1993,1997
18928,2012,2016
18930,2012,2016
18933,2012,2016
18934,2012,2016
18940,2012,2016
18941,2013,2017
18944,2012,2016
18945,2012,2016
18947,2013,2017
18949,2012,2016
18950,2013,2017
18951,2012,2016
18952,2012,2016
18953,2012,2016
18954,2012,2016
18955,2012,2016
18956,2012,2016
18957,2012,2016
18958,2012,2016
18959,2012,2016
18960,2012,2016
